Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
5/23/17,Hawaii Volcanoes National Park,Natural Death,Medical,Fatal injury,Male,65
5/27/17,Saguaro National Park,Environmental,Unintentional,Fatal injury,Male,25-34
5/27/17,Niobrara National Scenic River,Drowning,Unintentional,Fatal injury,Male,65
5/27/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
5/27/17,Mojave National Preserve,Suicide,Intentional,Fatal injury,Male,55-64
5/28/17,Great Smoky Mountains National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
5/28/17,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
5/28/17,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,55-64
5/28/17,Cuyahoga Valley National Park,Suicide,Intentional,Fatal injury,Male,15-24
5/30/17,Little River Canyon National Preserve,Fall/Slips,Unintentional,Fatal injury,Male,55-64
5/31/17,National Mall & Memorial Parks,Natural Death,Medical,Fatal injury,Male,45-54
5/31/17,Zion National Park,Suicide,Intentional,Fatal injury,Male,15-24
6/2/17,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
6/2/17,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,25-34
6/2/17,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,35-44
6/2/17,Devils Tower National Monument,Fall/Slips,Unintentional,Fatal injury,Male,35-44
6/2/17,Cuyahoga Valley National Park,Natural Death,Medical,Fatal injury,Male,55-64
6/2/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
6/3/17,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
6/3/17,Delaware Water Gap National Recreation Area,Natural Death,Medical,Fatal injury,Male,55-64
6/3/17,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,45-54
6/4/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/5/17,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
6/5/17,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,45-54
6/6/17,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
6/8/17,Yellowstone National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
6/9/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/10/17,Point Reyes National Seashore,Natural Death,Medical,Fatal injury,Male,35-44
6/10/17,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
6/10/17,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Male,55-64
6/11/17,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,65
6/12/17,Greenbelt Park,Undetermined,Undetermined,Fatal injury,Male,45-54
6/13/17,Ozark National Scenic Riverways,Drowning,Unintentional,Fatal injury,Male,0-14
6/14/17,Santa Monica Mountains National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
6/14/17,Zion National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
6/14/17,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Male,65
6/15/17,Delaware Water Gap National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,25-34
6/16/17,Denali National Park & Preserve,Environmental,Unintentional,Fatal injury,Male,25-34
6/16/17,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Male,65
6/17/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/17/17,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,25-34
6/17/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/18/17,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Female,0-14
6/18/17,Big Bend National Park,Environmental,Unintentional,Fatal injury,Female,35-44
6/18/17,Dry Tortugas National Park,Drowning,Unintentional,Fatal injury,Female,55-64
6/18/17,Mammoth Cave National Park,Natural Death,Medical,Fatal injury,Male,65
6/19/17,Carlsbad Caverns National Park,Environmental,Unintentional,Fatal injury,Male,15-24
6/19/17,Carlsbad Caverns National Park,Environmental,Unintentional,Fatal injury,Male,55-64
6/19/17,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,65
6/20/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/20/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
6/20/17,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Female,65
6/20/17,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,45-54
6/21/17,Canyonlands National Park,Natural Death,Medical,Fatal injury,Male,35-44
6/22/17,Golden Gate National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Female,15-24
6/22/17,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,65
6/24/17,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,35-44
6/26/17,Colonial National Historical Park,Drowning,Unintentional,Fatal injury,Male,15-24
6/26/17,Chesapeake & Ohio Canal National Historical Park,Natural Death,Medical,Fatal injury,Female,45-54
6/27/17,Colorado National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
6/27/17,Denali National Park & Preserve,Undetermined,Undetermined,Fatal injury,Male,65
6/28/17,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/28/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/29/17,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
7/1/17,Everglades National Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,25-34
7/1/17,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,55-64
7/1/17,Olympic National Park,Drowning,Unintentional,Fatal injury,Male,55-64
7/2/17,Olympic National Park,Undetermined,Undetermined,Fatal injury,Female,55-64
7/2/17,Hot Springs National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
7/2/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
7/3/17,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Female,65
7/3/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
7/4/17,Crater Lake National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
7/4/17,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,55-64
7/4/17,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
7/6/17,Sequoia & Kings Canyon National Parks,Environmental,Unintentional,Fatal injury,Male,65
7/7/17,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/8/17,Lassen Volcanic National Park,Drowning,Unintentional,Fatal injury,Male,15-24
7/8/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,45-54
7/8/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/8/17,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,65
7/8/17,Rock Creek Park,Homicide,Intentional,Fatal injury,Male,Undetermined
7/8/17,Hawaii Volcanoes National Park,Suicide,Intentional,Fatal injury,Male,35-44
7/10/17,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,45-54
7/10/17,Black Canyon Of The Gunnison National Park,Undetermined,Undetermined,Fatal injury,Female,45-54
7/12/17,Glen Canyon National Recreation Area,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,45-54
7/12/17,Missouri National Recreational River,Drowning,Unintentional,Fatal injury,Male,Undetermined
7/13/17,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
7/14/17,Virgin Islands National Park,Undetermined,Undetermined,Fatal injury,Male,65
7/14/17,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65
7/15/17,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,15-24
7/15/17,Catoctin Mountain Park,Undetermined,Undetermined,Fatal injury,Female,35-44
7/15/17,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Male,65
7/16/17,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Female,0-14
7/16/17,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/17/17,Lake Meredith National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
7/18/17,Gulf Islands National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
7/18/17,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,55-64
7/19/17,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/19/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
7/22/17,Glacier National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/22/17,Saint Croix National Scenic Riverway,Drowning,Unintentional,Fatal injury,Female,35-44
7/22/17,Governors Island National Monument,Undetermined,Undetermined,Fatal injury,Male,45-54
7/22/17,North Cascades National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
7/23/17,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,35-44
7/24/17,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,25-34
7/24/17,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
7/26/17,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
7/26/17,Anacostia Park,Undetermined,Undetermined,Fatal injury,Male,35-44
7/26/17,Anacostia Park,Homicide,Intentional,Fatal injury,Male,Undetermined
7/27/17,Lake Clark National Park & Preserve,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
7/28/17,Joshua Tree National Park,Homicide,Intentional,Fatal injury,Female,15-24
7/28/17,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
7/28/17,Joshua Tree National Park,Suicide,Intentional,Fatal injury,Male,15-24
7/28/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,55-64
7/29/17,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,65
7/30/17,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/30/17,Fire Island National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
7/30/17,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/30/17,Sequoia & Kings Canyon National Parks,Natural Death,Medical,Fatal injury,Male,35-44
7/30/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
7/30/17,Mount Rainier National Park,Natural Death,Medical,Fatal injury,Male,65
7/31/17,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,45-54
7/31/17,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,45-54
8/1/17,Grand Canyon National Park,Environmental,Unintentional,Fatal injury,Female,35-44
8/1/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/2/17,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,35-44
8/3/17,Yosemite National Park,Drowning,Unintentional,Fatal injury,Female,25-34
8/4/17,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
8/4/17,Chattahoochee River National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
8/4/17,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,15-24
8/5/17,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,35-44
8/6/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,15-24
8/6/17,Walnut Canyon National Monument,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
8/7/17,North Cascades National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
8/9/17,Cape Cod National Seashore,Natural Death,Medical,Fatal injury,Male,Undetermined
8/10/17,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,45-54
8/11/17,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
8/11/17,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/11/17,Arches National Park,Natural Death,Medical,Fatal injury,Male,55-64
8/13/17,Big Bend National Park,Drowning,Unintentional,Fatal injury,Female,Undetermined
8/14/17,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/14/17,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,55-64
8/14/17,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
8/16/17,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/18/17,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/19/17,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,35-44
8/19/17,Gateway National Recreation Area,Natural Death,Medical,Fatal injury,Male,35-44
8/19/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,65
8/20/17,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,Undetermined
8/20/17,National Capital Parks-East,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
8/22/17,North Cascades National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
8/22/17,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,55-64
8/23/17,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
8/23/17,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
8/24/17,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,25-34
8/24/17,Acadia National Park,Natural Death,Medical,Fatal injury,Male,65
8/25/17,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
8/26/17,Grand Teton National Park,Environmental,Unintentional,Fatal injury,Female,15-24
8/26/17,Yosemite National Park,Other,Unintentional,Fatal injury,Female,25-34
8/26/17,Rocky Mountain National Park,Natural Death,Medical,Fatal injury,Male,65
8/27/17,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
8/27/17,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/27/17,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
8/27/17,Rock Creek Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
8/27/17,Rock Creek Park,Drowning,Unintentional,Fatal injury,Undetermined,Undetermined
8/27/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
8/28/17,Canyonlands National Park,Environmental,Unintentional,Fatal injury,Male,35-44
8/28/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
8/28/17,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Male,65
8/28/17,Great Falls Park,Suicide,Intentional,Fatal injury,Male,25-34
9/1/17,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/1/17,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
9/1/17,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,55-64
9/2/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/3/17,Lake Meredith National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/3/17,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Undetermined,Undetermined
9/4/17,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
9/6/17,Great Smoky Mountains National Park,Natural Death,Medical,Fatal injury,Male,55-64
9/6/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/7/17,Golden Gate National Recreation Area,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
9/7/17,Death Valley National Park,Environmental,Unintentional,Fatal injury,Male,65
9/7/17,Point Reyes National Seashore,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Undetermined,Undetermined
9/9/17,Niobrara National Scenic River,Drowning,Unintentional,Fatal injury,Female,0-14
9/9/17,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,Undetermined
9/11/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/11/17,Lake Meredith National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
9/12/17,Chattahoochee River National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/12/17,Chattahoochee River National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/13/17,Haleakala National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
9/14/17,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
9/14/17,Appalachian National Scenic Trail,Undetermined,Undetermined,Fatal injury,Male,65
9/15/17,Santa Monica Mountains National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
9/16/17,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,45-54
9/16/17,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
9/17/17,Glen Canyon National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,0-14
9/17/17,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,0-14
9/17/17,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/17/17,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
9/18/17,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
9/20/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/20/17,Voyageurs National Park,Drowning,Unintentional,Fatal injury,Male,65
9/21/17,New River Gorge National River,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
9/21/17,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65
9/23/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/24/17,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/25/17,Olympic National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/25/17,Capitol Reef National Park,Natural Death,Medical,Fatal injury,Male,65
9/27/17,Yosemite National Park,Environmental,Unintentional,Fatal injury,Male,25-34
9/28/17,Gauley River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
9/29/17,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,65
9/30/17,Colorado National Monument,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Female,55-64
9/30/17,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
10/3/17,Anacostia Park,Natural Death,Unintentional,Fatal injury,Male,15-24
10/5/17,Golden Gate National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Female,35-44
10/6/17,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
10/7/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/7/17,Cumberland Gap National Historical Park,Natural Death,Medical,Fatal injury,Male,65
10/7/17,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,65
10/8/17,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
10/8/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
10/9/17,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,25-34
10/11/17,Big Thicket National Preserve,Undetermined,Undetermined,Fatal injury,Male,35-44
10/11/17,Big Bend National Park,Natural Death,Medical,Fatal injury,Male,55-64
10/11/17,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
10/14/17,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
10/14/17,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
10/15/17,Obed Wild & Scenic River,Fall/Slips,Unintentional,Fatal injury,Male,25-34
10/16/17,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
10/17/17,Shenandoah National Park,Natural Death,Medical,Fatal injury,Male,15-24
10/17/17,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
10/20/17,Harpers Ferry National Historical Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
10/20/17,Great Falls Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
10/20/17,Padre Island National Seashore,Undetermined,Undetermined,Fatal injury,Male,25-34
10/21/17,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/21/17,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Male,Undetermined
10/21/17,Gettysburg National Military Park,Suicide,Intentional,Fatal injury,Male,35-44
10/24/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Female,55-64
10/27/17,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
10/27/17,Assateague Island National Seashore,Natural Death,Medical,Fatal injury,Male,65
10/29/17,Hawaii Volcanoes National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
10/30/17,Suitland,Undetermined,Undetermined,Fatal injury,Male,15-24
10/31/17,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
11/1/17,Death Valley National Park,Natural Death,Medical,Fatal injury,Female,35-44
11/3/17,Mesa Verde National Park,Undetermined,Undetermined,Fatal injury,Male,65
11/5/17,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
11/8/17,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
11/8/17,Gateway National Recreation Area,Undetermined,Undetermined,Fatal Injury,Male,55-64
11/10/17,Olympic National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
11/11/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
11/13/17,Gateway National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
11/14/17,Badlands National Park,Natural Death,Medical,Fatal injury,Male,55-64
11/15/17,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
11/16/17,Cape Cod National Seashore,Suicide,Intentional,Fatal injury,Male,65
11/17/17,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
11/20/17,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
11/20/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
11/29/17,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,15-24
12/2/17,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
12/6/17,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
12/11/17,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,55-64
12/18/17,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
12/21/17,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
12/21/17,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
12/22/17,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
12/23/17,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
12/26/17,Glacier National Park,Natural Death,Medical,Fatal injury,Male,55-64
12/26/17,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,65
12/29/17,Padre Island National Seashore,Suicide,Intentional,Fatal injury,Male,55-64
1/1/18,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
1/1/18,Cape Lookout National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
1/2/18,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
1/2/18,Presidio of San Francisco,Undetermined,Undetermined,Fatal injury,Male,55-64
1/4/18,Petroglyph National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
1/5/18,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
1/5/18,Curecanti National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,45-54
1/6/18,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
1/6/18,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
1/8/18,Zion National Park,Natural Death,Medical,Fatal injury,Female,55-64
1/10/18,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
1/12/18,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
1/14/18,New River Gorge National River,Undetermined,Undetermined,Fatal injury,Male,55-64
1/14/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Female,55-64
1/14/18,Golden Gate National Recreation Area,Natural Death,Medical,Fatal injury,Female,65
1/15/18,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,65
1/16/18,Grand Teton National Park,Natural Death,Medical,Fatal injury,Male,65
1/29/18,Padre Island National Seashore,Undetermined,Undetermined,Fatal injury,Male,35-44
1/29/18,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
2/2/18,Big Cypress National Preserve,Natural Death,Medical,Fatal injury,Female,45-54
2/2/18,Kings Mountain National Military Park,Natural Death,Medical,Fatal injury,Male,65
2/4/18,Buffalo National River,Undetermined,Undetermined,Fatal injury,Male,65
2/5/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
2/5/18,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,0-14
2/9/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
2/11/18,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,65
2/14/18,Canyonlands National Park,Suicide,Intentional,Fatal injury,Male,45-54
2/16/18,Golden Gate National Recreation Area,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,65
2/17/18,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
2/19/18,Grand Canyon National Park,Natural Death,Medical,Fatal injury,Male,65
2/22/18,Gateway National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
2/24/18,Lake Mead National Recreation Area,Natural Death,Medical,Fatal injury,Male,45-54
2/24/18,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
2/25/18,Buffalo National River,Undetermined,Undetermined,Fatal injury,Male,25-34
2/25/18,Boston National Historical Park,Undetermined,Undetermined,Fatal injury,Male,55-64
2/26/18,Yellowstone National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
3/3/18,Blue Ridge Parkway,Undetermined,Undetermined,Fatal injury,Male,55-64
3/4/18,Independence National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
3/4/18,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Female,45-54
3/6/18,Virgin Islands National Park,Natural Death,Medical,Fatal injury,Female,65
3/6/18,Kennesaw Mountain National Battlefield Park,Suicide,Intentional,Fatal injury,Male,55-64
3/8/18,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Male,15-24
3/9/18,Rocky Mountain National Park,Natural Death,Medical,Fatal injury,Male,65
3/12/18,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
